word,definition,derived_from
mušahhinu I,"""brazier, stove"" j/NB [ZABAR.ŠEN.DIL.KÚM.MA];",šahānu I Dcf. mušehhittu I
mušahhītu I,mng. unkn. Mari,
mušahlilu I,"""that causes to shout with joy"" jB; of bull;",alālu III Š
mušahripu I,"""early ripening (date palm)"" jB lex.;",harāpu I Š
mušallilu I,"""plunderer"" jB lex.;",šalālu I D
mušallimu I,"O/jB  1. Mari ""that delivers safely; safe-conduct, escort""2. jB stat. of deity ""safeguarding, preserving (s.o.'s) health""",šalāmu II D
mušallimānu I,"""delivery man""? M/NA, NB; NA ""healer""?; NB as a prof.;",mušallimu I
mušallû I,"(a clay tube, pipe)? NB",
mušamhiṣu I,"pl. mušam/nhiṣū, mušamhiṣūtu ""inciter to fight, troublemaker"" NA, NB;",mahāṣu I Š
mušamhiṣūtu I,"""sedition"" NA;",mušamhiṣu I
mušamqitu I,"pl. mušamqitātu OB ""(agricultural) sieve""; jB lex. ša m. (an agricultural worker);",maqātu I Š
mušamrû I,"""that fattens"" animals jB lex. of Adad;",marû II Š
mušamšû I,"""wandering by night, wakeful"" jB;",šumšû I
mušanmirtu I,"""lamp"" NA;",nawāru I Š
mušanniktu I,,
mušannû I,"mng. unkn. OB lex., NB;",šanû IV D ?
mušannītu I,"pl. mušennētu ""dam"" diverting water flow NB;",šanû IV D
mušappiktu I,(vessel for pouring) oil? jB lex.;,šapāku I D
mušappilu I,"""that lowers"" OB lex., jB;",šapālu I D
mušapzertu I,'that hides' jB lex. (term for a door) lex.;,pazāru I Š
mušapšihu I,(part of a door) NB;,pašāhu I Š
mušapšiqtu I,"""having difficulty"" in childbirth Bogh., jB;",pašāqu I Š
mušaqqiltu I,"""scales"" NB comm.;",šaqālu I D
mušaqqû I,"""that raises"" jB;",šaqû II D
mušaqqû II,"""(man) that waters"" animals Mari;",šaqû III D
mušarbidu I,"'that makes roam'? jB lex., desig. of official ?;",rapādu II Š ?
mušardû I,"""leaking"" jB, of basket;",redû I Š
mušarkisu I,"""(military) procurement officer""? NA/NB;",rakāsu I Š
mušarkisūtu I,"""office of mušarkisu"" NA;",mušarkisu I
mušarqidu I,"""dizzying""? jB;",raqādu I Š
mušarriṭu I,(or mušāridum) (prof. connected with trade) OA;,šarāṭu I D ?
mušarriṭu II,"""that tears"" (garments) OB lex.;",šarāṭu I D
mušartu I,mng. unkn. Bogh. in ašar m.,
mušarû I,"pl. muššarê, NA also muššarāni ""(royal) inscription"" M/NB, NA [MU.SAR];",Sum. 
mušazkiru I,"""official swearing in (a witness), taking an oath (from s.o.)""? Mari;",zakāru I Š
mušazziqu I,"""troublemaker"" jB;",nazāqu I Š
mušazzizu I,"""(person) that makes (s.o.) attend"" (an accounting procedure)? OA;",izuzzu I Š
mušašnû I,"""regulated, diverted"" NA of canal;",šanû IV Š
mušaṭpilu I,"""calumniator"" jB;",ṭapālu I Š
mušehhinētu I,"pl. ""stoves"" NB (pl. of mušehhinu or mušehhittu);",šahānu I D
mušelwû I,"""(field) surveyor"" Nuzi;",lawû II Š
mušeqqilu I,"""(deity) in charge of weighing"" (in the nether world)? OB(Susa);",šaqālu I D
mušgallu I,"'great serpent', (mythical beast) jB [MUŠ.GAL]; also used as a drug ?;",Sum. 
mušhalṣītu I,"""slippery place""?;",nehelṣû I Š
mušhuššu I,"~ ""serpent-dragon"" Bab. [MUŠ.HUŠ] (a mythical monster) jB; (a constellation);",Sum. 
mušhīštu I,'that makes hasten'? OB of goddess;,hiāšu I
mušidimmu I,,
mušihhu I,(a water-clock) jB lex.;,šiāhu I D
muškallimu I,"""teaching, explaining"" jB stat.;",kullumu I ŠD
muškallu I,(a large fish net) jB lex.; error for šuškallu ?;,Sum.? 
muškinnu I,(a belt)? jB lex.,
mušku I,"(a tree and its wood) jB, NA",
muškû I,"'snake-eater' jB lex., desig. of a bird of prey;",Sum. 
muškēnu I,"Mari f. muškettum ? ""dependant, bondsman of the palace; poor man"" OAkk, Bab., NA [MAŠ.EN.GAG; MAŠ.GAG.EN] OB leg. (a social class) contrasted with awīlum and wardum; jB, NA ""pauper"";",muškēnūtu I cf. šukênu I
muškēnūtu I,"O/jB, Bogh., NA  1. ""dependence on the palace, status of a muškēnum""2. ""impoverishment, poverty"", m. alāku ""to sink into poverty, become poor""",muškēnu I
mušlahhatu I,"jB  1. ""female snake charmer"" [MUŠ.LAH4(.LAH4)]2. lex. (a worm)?",mušlalahhu I
mušlahhu I,"""snake charmer"" M/jB [(LÚ.)MUŠ.LAH4/5; once MUŠ.LAH6];",Sum. 
mušlahhūtu I,"""art of the snake charmer"" jB lex.",
mušlālu I,"(archit. construction, phps.) ""staircase(-gate)"" Ass., OB;",šalālu II ?cf. mašallu I
mušmahhu I,(a mythical serpent) jB [MUŠ.MAH];,Sum. 
mušmīdu I,"""making numerous"" jB lex.;",mâdu I Š
mušmītu I,"""murderous, death-bearing"" jB as epith. of deity;",mâtu I Š
mušnigu I,"(or mušniqum) mng. unkn. OB om., substance filling spleen",
mušpalu I,"""depth"" of an excavation; ""depression (in the ground)"", ""lowland"" O/jB [TÙN/TÚL.LAL];",šapālu I
mušpīšu I,"""conjurer""? jB lex.",
mušqalpītu I,mng. unkn. jB;,neqelpû I Š
mušta''û I,"f. mušta''ītu ""idle, at leisure"" MB fPN;",šuta''û I
mušta''ûtu I,"* ""leisure, relaxation"" M/jB(Ass.), NA;",mušta''û I
muštabbabbu I,"""blazing""? OA, O/jB of Lamaštu and other demons; jB lex. dMuštabbabbu;",šabābu I Rt
muštablakkitu I,"""sheaf-turner"" OB lex.;",nabalkutu II Štn
muštabrītu I,"""enduring"", i.e. ""seaworthy ship"" jB lex.;",bitrû II Št
muštaddinu I,'that ponders' jB lex. of deliberate person ;,nadānu II Št
muštahalqu I,"~ ""deserter"" NB;",halāqu I
muštahhizu I,"""infectious"" Mari;",ahāzu I Štn
muštahṭu I,"""escapee, survivor"" j/NB(Ass.);",šahāṭu I Gt
muštakkitu I,(a trader)? OA;,šakātu I Dtn
muštamkiru I,"""trader"" jB lex.;",makāru II Št
muštamṣû I,"""that makes an effort"" jB;",maṣû I Št
muštannû I,"""hostile"" jB;",šanû IV Gtn
muštappitu I,"""treacherous"" jB;",šapātu I Gtn
muštaptinnu I,(a potter's tool) jB lex.;,Sum.? 
muštaptu I,"""treacherous"" jB lex.;",šapātu I Gt
muštaptūtu I,"""treachery"" jB;",muštaptu I
muštapšiqtu I,"""(woman) having difficulty (in childbirth)"" MA, jB;",pašāqu I
muštapṣu I,"""wrestler"" O/jB;",šapāṣu I Gt
muštarhu I,"1. M/NB(Ass. roy. inscr.) ""presumptuous, arrogant""2. Bogh., NB of deity ""proud, noble""",šarāhu I Gt
muštarhūtu I,"""arrogance"" MB, Bogh.;",muštarhu I
muštarištu I,(a bird) Bogh. lex.,
muštarrihu I,"""praising o.s.; self-important, conceited"" O/jB; MB in PN of deity ""proud"";",šarāhu I Gtn/Dt
muštarriqu I,"'that steals in', i.e. ""(secret) lover"" jB;",šarāqu I Gtn
muštarīlu I,(name of planet Mercury) j/NB [prob. MUL.UDU.IDIM.GU4.UD],
muštashipu I,(a stone) jB; NA [NA4.MUNUS.LA] also as a drug;,sahāpu I Št
muštaškinu I,"jB lex. (desig. of god, of potter's tool);",šakānu I Štn
muštašnintu I,(part of the liver) jB;,šanānu I Št
mušte''û I,"""repeatedly searching, deliberate"" jB;",še'û I Gtn
mušteniu I,"1. OB lex. (a vessel)2. jB muštēnû, muštennû ""having reached puberty; nubile"" jB",enû III Št ?
muštinu I,"""urethra"" O/jB; aban m. ""bladder stone""; OAkk mng. unkn.;",šiānu I Gt
muštābiltu I,jB  1. (desig. of the tongue)?2. šumma m. (name of commentary series on liver omens)3. OB (type of due or tax),wabālu I Št
muštālu I,"""who considers; deliberate"" Bab.; of deity, in PN; of king; Mari f. pl. as subst. ""discussions""; jB m. as subst. ""adviser, councillor"";",šâlu I Gt
muštālūtu I,"""consideration, deliberation"" O/MB; of deity, king; OB ""conference, council"";",muštālu I
muštāmû I,"""who considers well, gives careful thought"" jB;",awû I Št
muštēbilu I,mng. unkn. OA;,wabālu I Št
muštēmiqu I,"""devout supplicant"" Bab.(lit.);",emēqu I Št
muštēpišu I,"f. muš/ltēpiš/ltu jB  1. ""sorcerer, bewitcher; sorceress""2. adj. ""crafty"" of fox",epēšu II Št
muštēpišūtu I,"""magical ritual"" jB;",muštēpišu I
muštērtu I,"""waking time, morning"" Mari; acc. ""in the morning"";",êru I Št
muštēšertu I,"1. jB ""(woman) having normal childbirth"" \< ešēru Št12. MA ""repair, maintenance"", of chariot \< ešēru Št2",ešēru I
mušumma I,mng. unkn. OB,
mušādiru I,"""frightening"" jB;",adāru II Š
mušāhizu I,"""who gives instructions; trainer"" Bab.;",ahāzu I Š
mušākilu I,"'that lets eat, feeds' Bab., M/NA  1. ""supplier of food"" to people2. ""feeder, fattener"" of animals, birds3. Mari, Bogh.(Hitt.) (a kind of knife)",akālu I Š
mušākilūtu I,"""feeding (of animals)"" OB;",mušākilu I
mušālittu I,"""midwife"" jB lex.;",walādu I Š
mušālu I,"jB pl. f. ""metal mirror"" [NÍG.ŠU.ZABAR]; also (a wooden object);",mašālu I
mušānu I,(a wooden object) OB,cf. mašānu I
mušāṭu I,"""combed-out hair; carded wool"" O/jB [SÍK.ŠAB]; also ""(cloth of) carded wool""?;",mušṭu I
mušēbirtu I,"mng. unkn., phps. ""ferry"" NA;",mušēbiru I
mušēbiru I,"1. OB ""that brings (s.o.) across"" the water2. MB (an aqueduct)?",ebēru I Š
mušēdû I,"~ ""that informs""? jB lex.; of deity;",edû II Š
mušēlû I,"'that raises' M/NB  1. (a doorkeeper)2. ""winnower""3. (priest performing incantation for the dead), ""necromancer""4. (an (agricultural) implement)5. (part of door closure)6. (a cloud formation), also f. mušēlītu",elû III Š
mušēniqtu I,"pl. mušēniqātu, Alal. mušēniqtāti ""wet nurse"" [UM.ME.GA.LÁ] of woman, goddess, also ""mother animal suckling"";",enēqu I Š
mušēpišu I,"""overseer, foreman"" Bab. ""organizer of a ritual""; NB ""workshop""?;",epēšu II Š
mušēpišūtu I,"1. OB ""supervision, direction of work""2. jB ""organization? of a ritual""",mušēpišu I
mušēribtu I,'that brings in' (desig. of a feeder canal) OB;,erēbu I Š
mušēridu I,"'that conveys down' OB; mušērittu ""oesophagus"" jB;",warādu I Š
mušērišu I,"~ ""cultivation inspector"" MB;",erēšu I Š
mušērtu I,"1. Mari ""overlooking window""; also ""overlooking"" in jB apti m.2. jB 'she who leans in' (name of a demon)",šurru I
mušētiqtu I,'that lets pass' mng. unkn. NB;,etēqu I Š
mušēzibtu I,"1. in ša mušēzibti ""shield-bearer"" NA2. ""life-belt""? NB",mušēzibu I
mušēzibu I,"""saving, rescuing; saviour""; of deity in PN [MA, NB (mu-)KAR]; of human;",ezēbu I Š
mušēšertu I,"""palm broom"" jB lex.;",ešēru I Š
mušēšeru I,"jB  1. ""that puts in order""2. ""draining freely"" of water ?3. mng. unkn. lex.",ešēru I Š
mušēṣû I,"1. NB ""drain""; pl. mušēṣānû2. NA (an ornament)?3. OB ""one who leases, tenant""4. OB, Mari, NB (an official)",waṣû I Š
mušēṣītu I,'that brings out' (desig. of a drainage channel) OB;,mušēṣû I
mušīhtu I,(a vessel) Mari;,šiāhu I D
mušītiš I,"(or mušītaš), mušītan ""during the night-time"" jB;",mušītu I
mušītu I,"pl. mušiātu, mušâtu ""night(-time)"" [GE6]; acc. ""at night""; rit., invoked as person;",mūšu I
mušītu II,"(a stone) See Schuster-Brandis, AOAT 46 (2008), p. 434 no. 77",
muššakku I,"""incense"" O/jB used by dream-interpreter, as opiate ?",
muššarrūtu I,"""craft of wood inscriber, engraver?"" Bogh. lex.;",Sum. 
muššipu I,(an incantation priest) jB;,wašāpu I D
muššu I,"""(female) breast"" Qatna, jB, akal m. (breast-shaped roll, loaf of bread)?",
muššu'tu I,"pl. muššuātu ""ointment"" jB;",muššu'u I
muššu'u I,"D ""to rub"" part of body jB, with s.th. = acc. Dtn iter. of D",muššu'tu I
muššuku I,"""leathery"" jB;",mašku I
muššultu I,"""likeness, replica"";",mašālu I D
muššulu I,"'made to resemble' OAkk, M/NB, NA  1. OAkk as PN2. ""image, likeness"" of (sick) person, object3. ""mirror""",mašālu I D
muššuru I,mng. unkn. Am.,
muššāru I,"(a semiprecious stone, phps.) ""serpentine"" Bab., M/NA [(NA4.)MUŠ.GÍR; MB NA4.NÍR.MUŠ.GÍR ?]; m. zaqāni (a variety of m.); īn m. ""'eye'(-stone) of m."";",Sum.? 
mušṭinnu I,(a plant) jB lex.,
mušṭu I,"f.; pl. mušṭātu ""comb"" [(GIŠ.)GA.RÍG] m. šīpātim ""wool comb""; OB šinni m. ""tooth of a comb"";",mušāṭu I
muṣa''irānu I,"""frog"" Qatna, jB [BIL.ZA.ZA]; med. also used as drug; ""(figurine of a) frog""",
muṣabbitu I,1. jB lex. (part of a loom)2. NB (a bronze implement),ṣabātu I D
muṣallu I,NA for cf. maṣallu or muṣlālu ?,
muṣallû I,"""liar, evildoer"" jB lex.;",ṣelû I D
muṣappertu I,"'she who shapes', i.e. ""woman hairdresser""? jB lex.;",ṣapāru I D
muṣappiu I,"""dyer"" NA;",ṣapû II D
muṣarrihtu I,"""wailing woman""? OB;",ṣarāhu I Dcf. ṣarrihtu I
muṣarrirtu I,"pl. muṣarrirātu (a libation vessel) O/jB, NA, usu. metal;",ṣarāru I D
muṣihhu I,"""clown, jester"" O/jB lex.;",ṣiāhu I D
muṣiptu I,pl. muṣipēti (a garment) NB;,ṣuppu II ?
muṣlālu I,"""siesta(-time); midday"" Bab. [AN.BIR9(=NE)]; acc. as adv. ""at noon"";",ṣalālu Icf. muṣallu I šumṣulu I
muṣrû I,"""Egyptian"" jB lex.",
muṣû I,"(a garment) OA?, M/NB; pān m. (part of the garment);",wuṣṣû I ?
muṣāru I,(or musārum) (a metal object) OA;,masārum I  or maṣāru?
muṣṣāltu I,"jB lex.  1. (a term for the gall bladder, phps.) ""gallstone""2. (a mineral)",muṣṣālu I
muṣṣālu I,"""quarrelsome; troublesome"" jB; of a stone;",ṣâlu I Gt ?muṣṣāltu I
muṭa''imu I,"""lawgiver"" NB(roy. inscr.)",cf. ṭēmu I denom.?
muṭappilu I,"""slanderer"";",ṭapālu I D
muṭû I,"""deficit, missing sum; deficiency, shortage"" Ass., O/jB [NA LAL- ?];",maṭû IIcf. muddû I
muṭībtu I,"'that beautifies', (desig. of a door) jB lex.;",ṭiābu I D
muṭṭarridu I,? (a transporter) OA;,ṭarādu I Gtn
muṭṭû I,"""very little, too little"" Bab.;",maṭû II
mâ'u I,"""to vomit (bile)"" O/jB G (a/a) Gtn iter. of G",
mâdu I,"""to be(come) many, numerous"" G (ī; i/i) [HI.A] OAkk, OB in PNs; jB eli ... m. ""become more than""; NA ina muhhi ... m. ""become too many for"" Gtn iter. of G Š ""make numerous, increase""; ""make more numerous""; ""do too much"" N ""become very much, become increased""",mādu Imādiš Ima'dû Imādūtu I mu'uddû I nam'adu Inamattu I šum'uttu I mušmīdu I
mâhu I,"""to set out, depart""? OB G (pret. imūh)",
mânu I,"""to supply (with food)"" j/NB, NA G",mu''untu Ima''uttu I
mâqu I,mng. unkn. NA G (ū),
mâru I,"""to buy""? NB G (i/i)",Aram.? 
mâtu I,"""to die"" G [mostly ÚŠ (NB often wr. GAM)] stat. of humans and animals ""are/were dead""; ""fall"" in battle; ""be put to death, killed, executed""; of body tissue ""become gangrenous""; of tree ""die""; NA stat. ""is exhausted, spent""?; OA of document ""become invalid"" Gtn pl. subj. ""die one after another, consecutively"" Š ""put (s.o.) to death, kill; kill (involuntarily)""; ""destroy"" plants, harvest",mītu Imītānû Imītūtu Imītūtiš Imītūtān I mayyitānu I mušmītu I mūtu Imūtānu I muttatu II muātiš I ittīl-imūt I
mâzu I,"G unattested Dt Bab. ""to refuse"" to do s.th.",
mâṣu I,"""to churn, make butter""? O/jB G",namāṣu I namūṣu I ?
mêlu I,"""poultice (hung round neck)"" jB, NA;",e'ēlu I ?
mêsu I,"MA, j/NB G of god ""to hurl down"" human; ""crush"" stone, plant; ""destroy"" N pass. of G",
mêš I,"""where?"" jB",cf. êš I îš I
mêšu I,"""to disregard, scorn"" Bab. G (pret. imēš, imīš, im'eš) ""neglect"" deity, human; ""fail"" in o.'s duty Gtn iter. of G D = G N ""be neglected""",temēšu I
mû I,"pl. tant. ""water"" [A(.MEŠ); also A.HI.A] mê kabrūtim ""mass of water""; m. nāri ""river water"", m. mūši ""dew""; in names of canals; ""watering place""; rit. mê qāti ""water for (washing) the hands""; OA ša mā'īšu (desig. of gold, textiles); of other liquids: ""(body) fluid(s), secretion"", ""amniotic fluid"", mê marti ""gall""; ""sap"" of plant; mê šēri ""meat broth""; in representations as a decorative element",cf. māmū I
mû II,"pl. tant.? ""(cultic, cosmic) order, rules"" Bab.; OB in PN;",cf. ella-mê I
mû III,'mu-word' jB lex.; desig. of ptcp.s;,mu I
mû IV,sg. (an object) OB,
mā I,"""what!"" ptcl. introducing and continuing dir. speech; ""indeed"", esp. expressing indignation; M/NA ""this means:""",cf. magana I muk I
mā'u I,"~ ""ruler""? jB",
mā'u II,"""excrement"" jB lex.",
mā'unnu I,"""dwelling, habitation"" Am.;",W.Sem. 
mādidu I,"""measuring official (for grain etc.)"" M/NB, NA [LÚ.(Ì.)ÁG]; NB as family name;",madādu I
mādidūtu I,"* ""office of the measuring official"" NB [LÚ.MAN.DI.DI- ];",madādu I
mādiyā I,"""pregnant""? NB;",Aram. 
mādiš I,"""greatly, very"" Bab., OA; OB m. ūmī ""for many days"";",mādu I
mādu I,"f. mattu(m), ma'attu, NA also ma'assu ""many, numerous, significant"" [HI.A(.MEŠ); MEŠ]; f. pl. abstr. ""much, many things""; m. pl. in lex. ""plural"" (sign, forms); acc. as adv. ""very"";",mâdu Imādiš Ima'dû Imādūtu I
mādūtu I,"""numerousness"" Am. in kī(ma) mādūti ""very much"";",mādu I abstr.
māgiru I,"""submissive, compliant"" Bab., OB also in PN [ŠE.GA]; lā m. ""unobliging, uncooperative, unwilling"";",magāru I
māhirtu I,"1. OAkk ""recipient (f.)""2. O/jB, NA ""(boat) moving upstream""; ana m. ""upstream; wrong way""; ""passer-by coming in o.'s direction (f.)""3. jB lex. (a kind of door)",māhiru I
māhiru I,"""opponent, antagonist, enemy; one who faces; recipient"" [GABA.RI];",mahāru Imāhirtu Imāhirānu I
māhirānu I,"""the one who received, recipient"" MA, NB;",māhiru I + -ān
māhiṣ-pūtūtu I,"""guaranty"" NB;",mahāṣu Icf. pūtu I 1
māhiṣu I,"1. Bab., NA ""beater, striker"" [LÚ.GIŠ.PAN.TAG.GA] (a person who brands and castrates? animals for slaughtering); Nuzi, NB māhiṣ pūti ""guarantor, bondsman"", māhiṣ-pūtūtu ""warranty""; Mari māhiṣ qaqqadim ""accuser""2. Bab. ""weaver""3. jB ""hunter"", NA/NB ""archer""",mahāṣu I
māhiṣānu I,"""the one who struck"" MA;",māhiṣu I
māhiṣātu I,"pl. tant. (a wooden calculator, phps.) ""abacus"" j/NB;",mahāṣu I
māhāru I,"""tomorrow"" MB(Ta'annak);",W.Sem. 
māhāziš I,"""into the city"" jB;",māhāzu I
māhāzu I,"(or māhazu), occas. mahzu 'place of taking' [KI.ŠU.PEŠ5]  1. ""shrine, cultic centre""; ""(market) town""; OAkk also a PlN; Nuzi ""quay""2. jB ~ ""spring, basin""",ahāzu Imāhāziš I
māhī I,"""one-twelfth of a shekel"" NB;",Aram. 
māhītu I,"""whip"" OB, M/NA",
mākaltu I,"pl. mākalātu(m), OB also mākaltātum ""wooden dish"" O/jB, M/NA [(GIŠ/DUG.)DÍLIM.GAL];",akālu I
mākalu I,(a knife) Mari;,akālu I
mākisu I,"""tax-collector"" O/jB, M/NA  1. OB ""collector (of tenancy dues)"" [EN7.KU6/GIR]2. ""collector of taxes, customs dues"" [LÚ.NÍG.KUD.DA]",makāsu I
mākû I,"(or māqûm) ~ ""reconnoitrer, scout"" Mari;",makû IV
mākālu I,"""meal, food"" Bab., NA;",akālu I
mālaku I,"""walk, way; course"" OAkk, Bab., NA ""access road, walkway; march, route; stage (of march); river-bed""; NB mālak Sîn ""lunar orbit"";",alāku I
mālaku II,"""messenger"" OB;",W.Sem. 
mālaltu I,(a post or beam) O/jB [DÌM.TUR.TUR];,alālu II
māliktu I,"""adviser, counsellor (f.)"" O/jB;",māliku I
māliku I,"""adviser, counsellor"" [(LÚ.)GALGA; LÚ.AD.GI4.GI4]; Mari also of worshipped ancestors;",malāku IImāliktu I
māmilūtu I,mng. unkn. OB(Susa),
māmiš I,"""like water"" NB;",māmū I
māmīnu I,"""why?; what?!"" Am., Bogh;",
māmītu I,"pl. māmâtu ""oath; curse"" [NAM.ÉRIM/RIM; SAG.BA] leg. ""(asseverative) oath"" of vassals and subjects; ""(promissory) oath""; om., mag., med. ""(broken) oath""; ""curse"" following the breaking of an oath; as a demon; qāt m. (a disease);",wamā'u Icf. tamītu I
māmū I,"pl. ""water"" OB, M/jB(poet.);",māmiš I cf. mû I
mānahtu I,"MA pl. also mānehātu ""weariness, fatigue; toil, work"" Ass., O/jB  1. gener., m. amāru ""to suffer hardship""2. ""(expenditure of) labour and materials; equipment for work""; m. šakānu ""to invest labour""; m. apālu, also nadānu, mullû ""to pay expenses, compensate for expended labour""; m. leqû ""to recover costs of labour""3. pl. ""proceeds (of labour); earnings""4. ""cultivated field, orchard""5. MB(Alal.) ""vassal service""",anāhu I
mānahu I,"~ mānahtu Susa, j/NB; Susa ""earnings""; j/NB ""hard labour"";",anāhu I
māni I,"""how much, many?"" Am.;",W.Sem. 
mānitu I,"m. & f. ""(gentle) wind, breeze"" jB",
mānu I,"in ana lā māni ""countless"" NA/jB of booty; prisoners;",manû IV
māpalum I,,
māqittu I,"""missile"" jB lex.;",maqātu I
māraku I,"""length; full extent"" O/jB;",arāku I
